ID,取引価格（総額）_log
1011079,6.891108327433457
1011082,7.235945456656994
1011173,6.8548704782053065
1011178,7.083306678829442
1011385,7.281006017105328
1011390,7.225467962590606
1011474,7.493129031971529
1011478,7.456496863170422
1011480,7.067431544153995
1011482,7.320153987944375
1011484,7.456496863170422
1011486,7.263437123952762
1011488,7.245369631840923
1011491,7.348198540970699
1011760,7.028873468103107
1011936,7.193299572733714
1012041,6.790137711427701
1012043,6.597736308602063
1012045,6.581372601130882
1012048,6.9475305691953775
1012051,6.9475305691953775
1012054,6.585364518731504
1012057,6.794191959427574
1012060,6.794191959427574
1012063,6.585364518731504
1012066,7.00308492229601
1012068,6.794191959427574
1012071,7.062974974402492
1012074,6.855837436765898
1012078,6.626365305204442
1012081,6.720155857923645
1012576,7.083337790121469
1013129,7.198523234913489
1013155,7.5539744813186855
1013269,6.479989971622567
1013270,6.680806301442258
1013271,6.350997935827669
1013456,7.507698005034951
1013479,6.843533457977321
1013511,6.666948347802686
1013514,7.5065046945701805
1013518,6.5955037624970005
1013521,6.580301882181738
1013590,7.3082976382551195
1013620,7.58487242466107
1013775,7.404496781993471
1013778,7.38367489402454
1013781,7.38367489402454
1013793,7.243563443623731
1013794,6.65177894771639
1013868,7.140547367561972
1013874,6.755046342998112
1013875,6.755046342998112
1013958,6.418770740159763
1013960,6.395957637501896
1014153,7.166822656856189
1014219,6.625570525513082
1014221,7.354327359936811
1014224,7.316666687794475
1014228,6.541358854294718
1014232,6.529984360070036
1014234,6.529984360070036
1014551,6.404731003527658
1014553,7.368728915555961
1014555,6.404731003527658
1014792,7.317086237302988
1015115,7.182131153784927
1015118,6.7827513798304055
1015121,6.963675251572042
1015126,6.800076807649942
1015363,7.318228457186317
1015366,6.676304120559294
1015368,6.954435826158184
1015482,7.037833083370844
1015540,7.160854641747465
1015646,6.885620773177696
1015648,6.829633402443872
1015773,7.30982978922315
1015872,7.419138505999884
1015881,6.899063344540069
1015884,7.066649748971074
1015968,7.225815038957217
1015970,7.115104174813513
1015973,7.091169444179222
1016132,7.5356218753283
1016547,7.153310735808925
1017187,7.166405825387531
1017868,7.156325500433885
1018198,6.989165189559425
1018245,6.850343926619867
1018248,7.0338283498139536
1019393,7.148067914081769
1019394,7.400714415577504
1019401,7.275398079182537
1019902,7.018457291692107
1020065,6.717107095668427
1020288,7.005039945341252
1020292,7.167239536311108
1020708,7.4580390751943115
1023115,7.10534113948381
1023785,7.196940244429335
1024101,7.649187200617122
1024266,7.2509390103753075
1024369,7.586129329077171
1024463,6.599816618718288
1024466,6.600558019661969
1024558,7.522722617659442
1024660,7.003389364322237
1024764,6.77401086076835
1024887,7.254711379991525
1024890,7.28010998144318
1024928,7.5418204377768845
1024956,6.56342128070864
1024994,7.498008702290781
1024998,7.450572191856122
1025061,7.554256930145428
1025063,7.589512977135135
1025194,7.374380858630974
1025401,7.191388494352803
1025472,6.801345820799019
1025526,7.48940357997702
1025533,7.269498493301893
1025582,7.3402773203350264
1025891,6.495958558258822
1026463,6.947542425263132
1026898,7.1963394086397745
1028044,7.458856176326991
1028367,7.310903899953177
1028457,6.4171845355022015
1029032,7.178211333747491
1029309,7.073152004604981
1029437,7.405690305378526
1029629,7.441018101988502
1029979,7.2961145139290835
1032172,7.146316593571493
1032959,7.213633171802625
1033089,7.10284254025494
1034153,7.399700863958124
1034255,7.423127991268528
1034367,7.1200696507491825
1034369,7.502079343083066
1034384,7.444302205432123
1034412,7.33228852504367
1034523,6.719870129155614
1034527,6.479403262365262
1034740,7.204213258477156
1035327,6.979653284574665
1035793,7.146381971740501
1036418,6.8462071105363025
1036776,6.889734892539844
1036836,7.164744744384146
1036951,7.302131224126633
1036959,7.233170828501626
1037091,7.111600970251021
1037521,7.331529664997724
1037561,7.10987796118056
1037766,6.457205062477222
1037767,6.839305106575752
1037974,7.377952371860988
1038143,7.198740147498003
1038148,7.468537812120215
1038150,7.387287516113642
1038151,7.451933344535062
1038777,7.110783286700331
1038781,7.187799361357347
1038925,6.451871631931892
1038926,6.488449737756317
1039056,6.561824474557253
1039873,7.221319490788709
1039874,7.242340087207533
1039958,6.467662002924902
1040033,6.515547368713939
1040036,7.1043393774240355
1040039,7.3021916094223425
1040382,7.192372930724394
1040439,7.279745088251332
1040595,7.277792081188386
1040950,6.665284865192677
1041028,6.953928525050614
1041148,7.36092836677286
1041152,7.4720899002780925
1041154,6.917885116596838
1041155,7.426211656654695
1041156,7.326160895591426
1041272,7.427929213439893
1041490,7.355532569084477
1041605,6.9078298613451965
1041609,7.276182917770013
1041613,7.125864314737443
1041618,7.434994000751155
1041622,6.950416116939327
1041625,7.1018086818369826
1041948,7.2585604813389155
1041954,7.316346361510151
1041958,7.44781944564707
1041962,7.316346361510151
1041967,7.340751091884428
1042679,7.317031910713759
1043070,6.836292572179557
1043120,7.115284203080973
1043125,7.245427426937321
1043651,7.050946770199457
1043740,7.3131564680116385
1043873,6.7614449136465655
1043972,7.508749365088846
1043976,7.528650267784988
1043984,7.5543075774542014
1043988,6.395335559727058
1043992,7.103961015909367
1043996,6.480446498081079
1044438,6.772620220740606
1044490,7.256143534482118
1044603,6.427288299573017
1044605,6.379845004967159
1044607,6.423850479505364
1044957,7.018317701312435
1045331,7.23328236152846
1045546,7.315802121772071
1045557,7.029093964578704
1045957,7.0159625240166745
1046065,7.105990705143517
1046069,7.1082170324912255
1046210,7.347283449725362
1046220,7.308131335566506
1046431,6.371756014878272
1046434,6.371756014878272
1046437,6.502300619689663
1046495,7.325405504354071
1046498,6.7386220491188835
1046501,6.623066819529477
1046502,6.2634912578577495
1046503,7.4464957525829885
1046732,7.171244382924058
1046873,7.371759812743056
1046897,7.354374479525868
1046899,7.415647345390754
1046901,7.252698302703441
1047042,7.507960571919282
1047238,7.537919935846858
1047372,6.387278528969523
1047375,6.283283049494441
1047378,6.277313549959039
1047645,7.117183700103823
1047649,7.204357132930857
1047650,7.138816286137411
1047746,7.057659357613154
1047953,7.48648357170171
1047954,7.368481743116829
1048179,7.34305481203949
1048185,7.533256994327469
1048428,7.3295669359693365
1048433,7.393205303264739
1049133,7.469092909586974
1049183,7.307417775152793
1049939,6.040339365169165
1049950,6.301172283912157
1049954,5.801884165027331
1050108,7.114669266607206
1050291,7.070653392584629
1050784,6.720321317407915
1050806,7.00209033447655
1051099,6.295693818088847
1051107,6.351909184484334
1051109,6.538727604680711
1051565,7.034114543444429
1051587,6.915548124148096
1052067,6.639489052313785
1052223,6.681108391450692
1052231,6.9596407030237
1052232,6.9596407030237
1052686,7.0827183524223996
1052693,7.100975607448812
1054027,7.064852009358316
1054030,7.361355463600619
1054034,7.067041647897133
1054162,6.900632116337382
1054327,7.28672797584762
1054609,7.06710352885475
1054612,7.326138832793274
1054615,7.285790080021528
1054617,6.963345640484344
1054756,6.646870694903859
1055128,7.378980410375625
1055260,6.773892235330214
1055265,6.544142826364032
1055313,7.1108513501878745
1055636,6.719852903260039
1055639,6.856942912550972
1055642,7.205000955285731
1055788,7.406370607712614
1055791,7.437610603378138
1055802,6.757415422023733
1055803,6.677104891214443
1055804,7.557189243712431
1056024,7.593518445624296
1056042,7.414673384302596
1056043,7.614425782937917
1056046,7.551132800141029
1056047,7.026675250680013
1056207,7.584598265248812
1056265,7.3710613047051385
1056703,6.6395724348840846
1058260,7.357154388805059
1058438,7.470045710553718
1058440,6.9078032320116
1058574,7.5603428411995655
1058649,7.141556258726505
1058768,7.1999427579053235
1058769,7.08063511932946
1058885,7.043600691615737
1058891,6.833022782601544
1058897,6.859298458098121
1058953,7.5366687028566846
1059059,7.25026238844791
1059073,7.2717491381314145
1059243,7.476054814074916
1059315,7.137979196202534
1059316,6.919967203600554
1059452,7.365297086875115
1059453,7.366436970662177
1060131,7.213068360417589
1060168,6.878610307897949
1060688,7.492701022776866
1060807,7.469500361529214
1061055,7.47314376682576
1061061,7.512820007323755
1061441,7.468068137674467
1061444,7.347479137749751
1061576,7.308278578147269
1063015,6.931298161372894
1063206,7.071397713419595
1063207,7.227881229257259
1063334,7.334186736547534
1063431,6.853093946173159
1063438,7.143413620705775
1063788,6.981094484889091
1064044,7.3694551349045785
1064061,7.4217931015603735
1064365,7.371576445523655
1064369,7.2851920516194735
1064373,7.417567802115253
1064461,7.210140917560855
1064620,7.275903067137699
1064624,7.200319714383385
1064625,7.023669469927121
1064713,6.512628469864755
1064740,7.230769761827803
1064769,7.632447862042957
1064774,7.596514805829756
1064776,7.336070854875153
1064837,7.351028522833187
1064839,7.495947160144081
1064840,7.513791870313635
1065026,7.3997823646882965
1065066,6.850482339501251
1065069,7.341583711415962
1065073,7.315443941490612
1065078,6.3537772138933395
1065215,7.165957121021873
1065262,7.3489677280813925
1065264,7.270933792587473
1065538,7.312346829449107
1065931,7.125369599355919
1065932,7.277145213472673
1065936,7.312060794233925
1066070,7.4746376499312985
1066075,7.553790276591006
1066079,7.613424565733351
1066175,7.293685205714736
1066272,7.40118885645496
1066388,7.272379533534874
1066509,7.17032686689388
1066538,7.514446186424529
1066806,7.210583816772145
1066945,7.3023725105268324
1066948,7.333386013965921
1066952,7.45496736288419
1066954,7.4601798899901315
1066956,7.325109979878664
1066960,7.2738919518631775
1066963,7.349289026616807
1066966,7.32299597866835
1066969,7.38000830291882
1066974,7.1277333970179315
1066979,7.414014315268919
1067935,7.084519034524151
1068505,7.192836823732781
1068654,7.129205145698727
1068706,6.996885951056728
1069607,6.870520667698726
1071356,7.1524833342709
1071359,7.265556110776673
1072376,7.219682657413242
1072495,7.185484820600111
1073514,7.129922478889661
1074587,7.170336078695003
1074591,7.023761479145475
1075333,7.01225548848862
1075334,6.95773513182372
1075381,6.907642529136946
1075926,7.182187373838071
1075936,7.054815571630634
1076333,7.192556166403024
1076508,7.317727455882398
1076757,7.304984350855987
1076864,7.195182310979102
1076867,7.273271093567523
1076868,7.218507645310585
1077202,7.122392202112503
1077205,7.224930868669503
1078168,6.45517817994741
1078375,6.882103153356252
1078378,7.07717921707691
1078383,6.827593589607369
1078404,6.383452200223346
1078408,6.284207329890238
1079508,6.9649940331859055
1079980,6.9167014387072285
1080745,6.846299407554499
1080747,6.309082929265002
1080749,6.304052634835573
1081637,6.754208831765065
1082089,7.133227948252504
1085148,6.3768480303128285
1085281,7.0717597847460025
1085447,7.5133414042190765
1085688,6.905510259841607
1085693,6.92801116292239
1085867,6.895056353785131
1086126,7.122568425921516
1086195,7.151218950741827
1086413,6.796164629258835
1086414,6.6300492368195405
1086532,7.299115274222212
1086543,7.286985253911323
1086846,7.471643247885839
1086949,6.835521864596854
1087612,7.0177521363435975
1087795,7.231725789026049
1087878,6.906429309001193
1087905,7.055411053216271
1088454,6.9461402066026166
1089062,7.207752992901161
1089474,7.36310606526123
1090654,6.910518750216556
1090720,7.078309254166259
1090864,7.418870516264543
1090909,7.007994766742984
1090910,7.2052530681154305
1091216,7.16061480798934
1091220,7.1635704402738245
1091225,7.445971271216332
1091467,7.014782610341706
1092260,7.023277604880155
1092264,6.8303122099912885
1094919,6.9708705465375544
1095293,7.003870942930341
1099022,6.9799038000126075
1105378,6.330110714114675
1105382,7.060850903311312
1105500,7.149888063471631
1109127,6.261403336416459
1110101,7.3798366237552955
1112501,7.1417416418100474
1112505,7.041447350337156
1113949,6.252961143080243
1114590,6.537115638592555
1116146,7.395167422028604
1116480,7.406357201961074
1116840,6.962425892402623
1120114,7.028697243636704
1123139,6.80668902553572
1135707,7.159041077191797
1135808,6.938161001727737
1135811,7.098887808234925
1136357,6.847288117317452
1136919,6.770277311558923
1136923,7.146168325654952
1136926,6.724117660784292
1137569,6.406314989430369
1137572,6.368635823745732
1142503,7.004586569505181
1146566,6.890302011513991
1146569,6.890578485035053
1146570,7.114285975681943
1147475,6.999303378119414
1149481,7.0703284796765615
2001132,7.298006864914223
2001137,7.298389599351211
2001823,6.829816053488348
2004159,7.460545028699578
2004160,7.323787890147495
2004161,7.240996607031282
2005427,6.697707129419703
2009023,7.1454427572368235
2009152,6.996568383802327
2009378,6.811338713481497
2009872,7.290394045738855
2009874,7.1696348342067795
2009876,7.013637465025331
2010294,7.051866834584696
2010295,6.836911194098283
2010296,6.8450632122542245
2010297,6.800619801241675
2010298,6.8693621793765445
2010300,6.955979146700242
2011278,7.4395736548362965
2014499,7.048784724581132
2014503,7.0654068906767105
2015128,6.165069409486039
2015486,7.281906992426104
2028089,6.673000199870046
3000230,6.66023422089115
3000591,6.9067808750136255
3000727,7.078187643147123
3000758,6.266319038347736
3002197,7.226684637662473
3002200,7.451819952176389
3002667,7.231537713727822
3003297,7.214060515381476
3003299,7.586346972324444
3003300,6.972487737361885
3003586,6.976366730548387
3003770,6.702803469264625
3003773,6.604901595476046
3003776,6.529351487248606
3003780,6.652032452458043
3005183,7.182630176251408
3005776,7.204283029240242
3007459,7.34340657383976
3007657,6.667765600508666
3007659,7.315891963605627
3007700,7.299469349690511
3007982,7.195240687078112
3011776,7.176399931620587
3013265,7.451502100176329
3021933,7.40698463092218
3036319,7.32905822561096
4000064,7.2752764193775095
4000065,7.216572216184145
4000560,7.67279814655228
4000561,6.630160997500726
4000562,7.718582087757133
4000563,6.9155609658841595
4000564,7.863588189743173
4000683,7.288289156382957
4000684,7.335156956803635
4000685,7.5598164945632504
4000686,7.204232204531351
4000687,7.445478353075991
4000688,7.163899851804684
4000905,7.27962116259368
4000974,7.601105418466899
4001024,6.791475271378596
4001025,7.694848617140157
4001137,7.05239585817656
4001140,7.358291689904836
4001141,7.141406578563294
4001142,7.333021072973698
4001355,7.658287022200065
4001356,7.6567917988404375
4001433,7.3284114603507415
4001434,7.00549175961491
4001435,7.504334705894456
4001436,7.318394496296451
4001569,7.1173476940054385
4001570,7.562790115007077
4001634,7.15442581213261
4001910,7.342109333367125
4001924,7.4234734784172876
4001926,7.118165500779045
4001932,6.944849815813602
4001934,7.5036722073736755
4001935,7.191287974410594
4001936,6.813545504019356
4001937,6.9559245612877465
4001938,7.443549243639478
4001939,7.010507562523664
4001940,6.687080470748493
4001941,7.122250365037326
4002163,7.5942475256683695
4002377,7.271712132553597
4002459,7.200434387266709
4002552,7.232751133974043
4002554,7.139221425185445
4002582,6.685346971292324
4002632,6.604327072328727
4002634,7.1483266737743225
4002673,7.514185373534906
4002675,7.549453322793887
4002804,7.612844274910467
4002834,7.360740626158764
4002843,7.000260093410257
4003340,7.535253942976564
4003344,6.759824845489957
4003345,7.577239186088262
4003353,7.316752559931371
4003356,7.586635679975032
4003358,6.651113323099885
4003669,7.040474928358664
4004136,6.374904970654119
4004263,7.445542006299175
4004421,7.272865228561637
4004430,7.022115476561552
4004918,7.519464281393264
4004976,7.330623408051716
4004977,6.7242797118377045
4004978,6.919626781258202
4005018,7.29026144000097
4005160,7.726999908433681
4005161,7.5508889361079525
4005182,7.350836633595234
4005183,7.352033941811541
4005397,7.425230445107114
4005418,7.010317997934879
4005419,7.038887173664318
4006386,6.998356324582767
4006403,7.159509110818304
4006855,7.261233182013338
4006856,7.634938803835437
4006858,7.5771903180182125
4006859,7.140319998979363
4007094,7.412683536593367
4007134,6.555451917540809
4007240,6.453198047883665
4007393,7.266582446405669
4007705,7.08446772668393
4007782,7.656309846866374
4007785,7.331816570705494
4007788,7.32834474959779
4007791,6.708533561057479
4007795,7.2737008705965795
4007946,7.681071563007907
4008628,7.163431301525175
4008695,6.654039060936178
4009863,7.295222668903475
4009865,7.23908423997449
4009867,7.239166500010614
4010158,7.586515438862176
4010177,6.957270469154933
4010181,7.236821189884037
4010184,7.432241960396512
4010466,6.542667720116905
4010539,6.83285659911255
4010541,7.393213215162153
4010745,7.010952641347411
4010999,7.033178290298457
4011251,7.176330233625474
4011343,7.429760746211912
4011498,7.18397966582953
4011509,7.006180088823818
4011574,7.326664275916421
4011755,7.561539015206035
4011911,7.2351920665117415
4012168,7.203479629573172
4012731,7.4144752833136875
4012851,7.415245938502811
4012895,6.905746039010586
4012957,7.255256186424312
4012997,6.735462172154956
4013161,7.254390478356774
4013163,7.154021516467952
4013166,6.785430581493708
4013249,7.252277300947481
4013396,6.49970720932487
4013402,6.490506012002804
4013581,7.225387373799679
4013585,7.211998273754856
4013928,7.1339460913919694
4013933,7.269411029875893
4014152,6.620801522059006
4014153,7.219255105092429
4014158,7.133293919382121
4014162,6.621507042283082
4014753,7.30863278740961
4014799,7.582057985234783
4015648,7.546934284369688
4016930,7.412212397589566
4017332,7.01045528604277
4017410,7.275575082921911
4017517,7.086396943084203
4017519,7.540977003442242
4017951,7.075581397585384
4018401,7.339116588274736
4018541,6.767481374500887
4018599,7.071182379266074
4018957,7.361178391232778
4019251,7.255400905682292
4019253,6.9886704460774185
4019628,7.235442587090849
4019637,7.51994106423827
4019643,7.6179357848906495
4019823,7.2563505000716715
4020615,7.760437993253762
4020616,7.663063947518426
4020618,7.604588613634499
4021308,7.231337265181705
4021309,7.258576506484383
4021310,7.128249331147089
4021477,7.308110648981321
4021732,6.9498685307759205
4021734,7.340271435046722
4021745,7.266795217926271
4022030,7.286275411341175
4023130,7.131854338190048
4023713,7.40687135017204
4023716,7.245080327717135
4024009,7.296535003400749
4024147,7.37642136094388
4024150,7.3978756475677105
4024255,7.163941931673212
4024257,7.513013137204946
4024260,6.973408789809044
4024944,7.207120809101255
4024992,7.487790807855015
4025392,7.2735733880422355
4025393,7.038930641270224
4025401,7.285053028398285
4025403,7.17888240551329
4025406,7.255940446424394
4025409,7.463456277897795
4025413,7.393528122233188
4025415,7.165495611657059
4026126,7.294332233761958
4026254,7.5649083157375525
4026488,7.171442108031805
4026498,6.4336202499734325
4026500,6.837721076000584
4027466,6.493486662044556
4027472,6.358461757974601
4028039,6.942981850673361
4028083,6.890964566584232
4028174,6.793572099165543
4028254,7.144723611846265
4028637,7.379835438371015
4028647,7.231802861565616
4029777,7.281368695350679
4029780,7.489389097130655
4029783,7.384001194184175
4029789,7.414206502523038
4029791,7.421183252966936
4030330,7.164214883625526
4030469,7.279141077091173
4030980,7.369834442909697
4032296,7.384654161363869
4032300,7.432178714167352
4032333,7.394610421231425
4034323,7.4065987117407825
4035481,7.183172864837081
4035628,7.279919249317987
4036123,7.342449801062003
4036127,7.121350952390463
4036146,7.021101805669735
4036149,7.208725125843013
4036336,7.54460440421343
4036338,6.4859459924563705
4039903,7.447577004012743
4039904,7.401872370397989
4040341,6.88161556294556
4040349,6.981737181216479
4041676,6.9783906983948025
4065433,6.194265090470748
4065438,6.29019948615423
4068592,6.789514798642919
4068596,6.796740893938745
4068603,6.9613433471947745
5000685,7.229319703447942
5001081,6.705991388062995
5001887,6.3323673528224145
5002363,7.43868682750483
5002411,6.194759752541371
5002412,6.955485953127334
5002413,7.098270936406415
5002414,6.931214218682172
5002415,7.101259426092755
5002416,6.19705796054713
5002417,6.472010311828283
5003317,7.364206534264454
5003318,6.367978455766978
5003321,7.144180668094246
5003322,6.7920834481503976
5003323,7.226619871678418
5003324,6.817754127986315
5003325,7.2813896615734235
5003326,7.067370547332065
5004133,7.359158843749547
5004139,7.4084418436367585
5004494,6.827993244433399
5004677,6.87824915774105
6000732,7.295189486537541
6000771,7.161557504622792
6000773,7.204136248404424
6000902,7.366830734635296
6001452,7.228645282442973
6001683,7.2377908409571985
6001684,7.1450942588235815
6001685,7.379058627494848
6001686,7.289992555765363
6001687,6.842495543855717
6001915,7.427017039241447
6001916,7.377207945879553
6002240,6.834350904466119
6002347,7.460547739538387
6002471,6.860531089318679
6002932,7.101962254224678
6002933,6.935648642797803
6003061,7.356299782288995
6003144,6.9498832128467765
6006452,6.910234852057316
6007913,7.524817948123177
7000503,6.808619142904009
7000504,6.99323000486595
7000896,6.660180174810526
7000897,7.011558859331794
7001137,7.146584166827338
7001138,7.2292775108571705
7001156,7.000039433244685
7001157,6.994986601433081
7001761,6.974448437179774
7001781,7.227927627992156
7001782,6.931970338544845
7001783,6.9123878053658006
7001784,7.254780845054661
7002166,7.3355907153795155
7002167,7.410544164502239
7002295,7.271710614077496
7002425,6.980044351847458
7003300,7.114560360321057
7004710,7.136167908061887
7004802,7.337743572264228
7004803,7.175669593332887
7005052,6.540607150221341
7005816,6.488966269787963
7005820,6.741070225839239
7007468,6.8828005355738355
7008356,6.744913939231705
7008364,6.958550942116851
7008367,7.431539136606416
7008699,7.441888303961143
7008878,7.017494046834047
7008879,6.7364699095837945
7009184,6.974234879783223
7009186,7.218921792923996
7009188,7.094975270708768
7009191,6.7159139027535035
7009802,7.088177498083399
7009860,7.038925694507259
7009914,7.522705067967619
7009918,6.916590498630382
7009946,7.3635276243762675
7011164,7.348514937956061
7011469,6.944019584056517
7011495,6.942663597620506
7012356,7.3269059719757665
7012410,7.475207924066703
7012671,7.136757297864508
7013119,6.753465466665925
7017529,7.569570103478492
8000157,6.85141059465136
8000443,7.198056698397973
8000736,7.236107193659936
8001301,7.198514269424575
8001491,7.431876249495706
8001492,7.154015359421774
8001560,7.19409406984299
8001952,6.675520665891201
8002193,7.415588886398159
8003450,7.0498557288614006
8003461,6.957739637573215
8003462,7.358536356731693
8004319,7.214861684439366
8005988,6.580169375423803
8005989,6.692064609652279
8005990,6.769022650463482
8006558,6.8157769543412625
8006559,6.814282581765477
8006686,6.890169837787264
8006745,7.078773943781163
8006869,6.6846180200157574
8006870,6.9597768221582585
8007026,6.962209730458642
8007511,6.831090745742723
8007513,6.975264653939054
8007868,6.8600411091836095
8007869,7.237060006865754
8007983,7.348307633364922
8007985,7.3127784138714205
8013617,6.955423873422761
8013718,7.241113168007257
8013750,6.879241993618545
8013836,6.806926504265762
8013849,7.067484402001915
8015036,6.682083632961678
8021956,6.672030648445559
8021959,6.989084847681167
8022058,6.966649696176786
8022812,6.999667550684284
8022933,7.284449723068009
8023036,6.704447727532383
8023130,6.516346980925711
8023498,6.498378095722235
8023500,6.633433834021126
8023503,6.701572455055524
8023505,6.622677011697446
8023604,6.9998673494478485
8023605,6.971111595091434
8023606,7.036686122046764
8023607,6.971111595091434
8023684,6.793968329832945
8023693,7.091133113188981
8023888,6.706113499020974
8024116,6.4929955267144575
8024118,6.745941272040303
8024120,6.687663286022705
8024123,6.492080379953514
8024791,7.195181970974026
8025151,7.197193143718269
8025762,7.1106715998460235
8025764,7.164254751139508
8026278,7.186211841944585
8026279,7.14578821241971
8026281,7.260205734142349
8026853,7.35775113386033
8026855,7.421977439640879
8027014,7.420065564815419
8027016,7.338648549592838
8027018,7.37388563374072
8027929,7.439880721133787
8027932,7.674805186650204
8027935,7.675751805356396
8029600,7.616467091120643
8029604,7.565765576215971
8029607,7.61680370186006
8029610,7.66499546794233
8032943,7.353383258785631
8033407,7.6215685927073284
8033410,7.535845324866523
8033414,7.665197634021757
8034791,7.1954747615707575
8034799,7.159888391941348
8039360,7.430750971327081
8039364,7.523700657802242
8040062,7.424504726885995
8042000,6.301069673725868
8074276,7.38223723895652
8074280,7.4416781903782505
8074283,7.444190416115089
8074286,7.36589873787897
8074308,7.4095813782349875
8074310,7.387391955451122
8074313,7.357123284290282
8074316,7.313309051642728
8074318,7.313309051642728
8074321,7.444506653075594
8074324,7.4078431760039525
8074326,7.399560690634418
9000182,7.081051564315366
9000185,6.803209140968842
9000381,7.091938565205777
9000610,7.3046694995226575
9000611,7.463419187350153
9001761,7.5298018307436845
9002421,7.483347779312815
9002676,7.291107692675995
9003531,7.148213127864089
9003683,7.046716018779985
9003684,7.22298601489334
9003685,7.331113847402304
9003854,7.279338369517918
9004059,7.19342729710218
9004496,7.221600169024147
